2020-12-31 11:47:17.867 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelPropertiesProvider' via constructor to bean named 'optimized'
2020-12-31 11:47:17.871 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'cachingModelDependencyProvider'
2020-12-31 11:47:17.872 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultModelDependencyProvider'
2020-12-31 11:47:17.875 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.876 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'cachingModelPropertiesProvider'
2020-12-31 11:47:17.876 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:17.876 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:17.876 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'schemaPluginsManager'
2020-12-31 11:47:17.879 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelDependencyProvider' via constructor to bean named 'defaultModelDependencyProvider'
2020-12-31 11:47:17.882 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.882 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'cachingModelPropertiesProvider'
2020-12-31 11:47:17.882 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'cachingModelDependencyProvider'
2020-12-31 11:47:17.882 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'schemaPluginsManager'
2020-12-31 11:47:17.882 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:17.882 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:17.885 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelProvider' via constructor to bean named 'defaultModelProvider'
2020-12-31 11:47:17.888 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'cachingModelProvider'
2020-12-31 11:47:17.888 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.888 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'documentationPluginsManager'
2020-12-31 11:47:17.890 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiListingScanner' via constructor to bean named 'apiDescriptionReader'
2020-12-31 11:47:17.890 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiListingScanner' via constructor to bean named 'apiModelReader'
2020-12-31 11:47:17.890 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiListingScanner' via constructor to bean named 'documentationPluginsManager'
2020-12-31 11:47:17.892 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiDocumentationScanner' via constructor to bean named 'apiListingReferenceScanner'
2020-12-31 11:47:17.892 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiDocumentationScanner' via constructor to bean named 'apiListingScanner'
2020-12-31 11:47:17.894 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiListingReader'
2020-12-31 11:47:17.897 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mediaTypeReader'
2020-12-31 11:47:17.900 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationModelsProvider'
2020-12-31 11:47:17.902 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationModelsProvider' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.906 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationDeprecatedReader'
2020-12-31 11:47:17.909 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'responseMessagesReader'
2020-12-31 11:47:17.910 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'responseMessagesReader' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:17.912 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationParameterReader'
2020-12-31 11:47:17.914 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'modelAttributeParameterExpander'
2020-12-31 11:47:17.917 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelAttributeParameterExpander' via constructor to bean named 'fieldProvider'
2020-12-31 11:47:17.917 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelAttributeParameterExpander' via constructor to bean named 'accessorsProvider'
2020-12-31 11:47:17.917 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelAttributeParameterExpander' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:17.919 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationParameterReader' via constructor to bean named 'modelAttributeParameterExpander'
2020-12-31 11:47:17.920 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationParameterReader' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:17.922 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultTagsProvider'
2020-12-31 11:47:17.924 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationTagsReader'
2020-12-31 11:47:17.925 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationTagsReader' via constructor to bean named 'defaultTagsProvider'
2020-12-31 11:47:17.927 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultOperationReader'
2020-12-31 11:47:17.929 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationParameterRequestConditionReader'
2020-12-31 11:47:17.930 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationParameterRequestConditionReader' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.933 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationParameterHeadersConditionReader'
2020-12-31 11:47:17.933 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationParameterHeadersConditionReader' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.936 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationResponseClassReader'
2020-12-31 11:47:17.937 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationResponseClassReader' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:17.940 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterMultiplesReader'
2020-12-31 11:47:17.942 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterTypeReader'
2020-12-31 11:47:17.946 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterRequiredReader'
2020-12-31 11:47:17.948 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'descriptionResolver'
2020-12-31 11:47:17.949 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'springfox.documentation.spring.web.SpringfoxWebMvcConfiguration'
2020-12-31 11:47:17.952 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'descriptionResolver' via factory method to bean named 'environment'
2020-12-31 11:47:17.958 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'parameterRequiredReader' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:17.961 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterDataTypeReader'
2020-12-31 11:47:17.962 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'parameterDataTypeReader' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:17.962 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'parameterDataTypeReader' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.962 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'parameterDataTypeReader' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:17.965 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterDefaultReader'
2020-12-31 11:47:17.967 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'parameterDefaultReader' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:17.971 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterNameReader'
2020-12-31 11:47:17.974 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'expandedParameterBuilder'
2020-12-31 11:47:17.975 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'expandedParameterBuilder' via constructor to bean named 'typeResolver'
2020-12-31 11:47:17.976 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'expandedParameterBuilder' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:17.979 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'documentationPluginsBootstrapper'
2020-12-31 11:47:17.983 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'webMvcRequestHandlerProvider'
2020-12-31 11:47:17.985 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'methodResolver'
2020-12-31 11:47:17.986 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'methodResolver' via factory method to bean named 'typeResolver'
2020-12-31 11:47:17.990 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'requestMappingHandlerMapping'
2020-12-31 11:47:17.993 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcContentNegotiationManager'
2020-12-31 11:47:18.014 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcConversionService'
2020-12-31 11:47:18.027 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcResourceUrlProvider'
2020-12-31 11:47:18.033 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcContentNegotiationManager'
2020-12-31 11:47:18.033 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcConversionService'
2020-12-31 11:47:18.033 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2020-12-31 11:47:18.111 DEBUG 30646 --- [main] s.w.s.m.m.a.RequestMappingHandlerMapping : 10 mappings in 'requestMappingHandlerMapping'
2020-12-31 11:47:18.112 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'webMvcRequestHandlerProvider' via constructor to bean named 'methodResolver'
2020-12-31 11:47:18.112 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'webMvcRequestHandlerProvider' via constructor to bean named 'requestMappingHandlerMapping'
2020-12-31 11:47:18.115 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'resourceGroupCache'
2020-12-31 11:47:18.117 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaults'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'documentationPluginsManager'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'webMvcRequestHandlerProvider'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'resourceGroupCache'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'apiDocumentationScanner'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'typeResolver'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'defaults'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'servletContext'
2020-12-31 11:47:18.138 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'documentationPluginsBootstrapper' via constructor to bean named 'environment'
2020-12-31 11:47:18.144 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'queryStringUriTemplateDecorator'
2020-12-31 11:47:18.146 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'pathMappingDecorator'
2020-12-31 11:47:18.148 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'pathSanitizer'
2020-12-31 11:47:18.151 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationPathDecorator'
2020-12-31 11:47:18.153 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'propertyDiscriminatorBasedInheritancePlugin'
2020-12-31 11:47:18.154 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'propertyDiscriminatorBasedInheritancePlugin' via constructor to bean named 'typeResolver'
2020-12-31 11:47:18.154 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'propertyDiscriminatorBasedInheritancePlugin' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:18.157 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'xmlModelPlugin'
2020-12-31 11:47:18.159 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'xmlModelPlugin' via constructor to bean named 'typeResolver'
2020-12-31 11:47:18.162 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'xmlPropertyPlugin'
2020-12-31 11:47:18.164 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiModelPropertyPropertyBuilder'
2020-12-31 11:47:18.165 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelPropertyPropertyBuilder' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:18.167 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiModelTypeNameProvider'
2020-12-31 11:47:18.170 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiModelBuilder'
2020-12-31 11:47:18.172 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelBuilder' via constructor to bean named 'typeResolver'
2020-12-31 11:47:18.172 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelBuilder' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:18.175 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationImplicitParameterReader'
2020-12-31 11:47:18.177 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationImplicitParameterReader' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:18.180 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'vendorExtensionsReader'
2020-12-31 11:47:18.183 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerOperationResponseClassReader'
2020-12-31 11:47:18.184 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerOperationResponseClassReader' via constructor to bean named 'typeResolver'
2020-12-31 11:47:18.184 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerOperationResponseClassReader' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:18.187 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerOperationModelsProvider'
2020-12-31 11:47:18.188 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerOperationModelsProvider' via constructor to bean named 'typeResolver'
2020-12-31 11:47:18.191 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerMediaTypeReader'
2020-12-31 11:47:18.195 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationHttpMethodReader'
2020-12-31 11:47:18.198 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationImplicitParametersReader'
2020-12-31 11:47:18.198 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationImplicitParametersReader' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:18.200 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationAuthReader'
2020-12-31 11:47:18.203 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationHiddenReader'
2020-12-31 11:47:18.205 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationSummaryReader'
2020-12-31 11:47:18.206 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationSummaryReader' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:18.208 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerResponseMessageReader'
2020-12-31 11:47:18.210 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerResponseMessageReader' via constructor to bean named 'typeNameExtractor'
2020-12-31 11:47:18.210 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerResponseMessageReader' via constructor to bean named 'typeResolver'
2020-12-31 11:47:18.213 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationNicknameIntoUniqueIdReader'
2020-12-31 11:47:18.215 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationPositionReader'
2020-12-31 11:47:18.217 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationNotesReader'
2020-12-31 11:47:18.218 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationNotesReader' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:18.220 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerOperationTagsReader'
2020-12-31 11:47:18.221 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerOperationTagsReader' via constructor to bean named 'defaultTagsProvider'
2020-12-31 11:47:18.223 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerParameterDescriptionReader'
2020-12-31 11:47:18.225 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerParameterDescriptionReader' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:18.226 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerParameterDescriptionReader' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:18.228 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerExpandedParameterBuilder'
2020-12-31 11:47:18.230 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerExpandedParameterBuilder' via constructor to bean named 'descriptionResolver'
2020-12-31 11:47:18.230 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swaggerExpandedParameterBuilder' via constructor to bean named 'jacksonEnumTypeDeterminer'
2020-12-31 11:47:18.234 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swaggerApiListingReader'
2020-12-31 11:47:18.236 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'classOrApiAnnotationResourceGrouping'
2020-12-31 11:47:18.239 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'inMemorySwaggerResourcesProvider'
2020-12-31 11:47:18.241 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'inMemorySwaggerResourcesProvider' via constructor to bean named 'environment'
2020-12-31 11:47:18.241 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'inMemorySwaggerResourcesProvider' via constructor to bean named 'resourceGroupCache'
2020-12-31 11:47:18.245 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiResourceController'
2020-12-31 11:47:18.246 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiResourceController' via constructor to bean named 'inMemorySwaggerResourcesProvider'
2020-12-31 11:47:18.248 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jsonSerializer'
2020-12-31 11:47:18.248 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swagger2Module'
2020-12-31 11:47:18.249 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'springfox.documentation.swagger2.configuration.Swagger2DocumentationConfiguration'
2020-12-31 11:47:18.267 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'jsonSerializer' via factory method to bean named 'swagger2Module'
2020-12-31 11:47:18.271 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'springfox.documentation.swagger.configuration.SwaggerCommonConfiguration'
2020-12-31 11:47:18.274 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'swagger2ControllerMapping'
2020-12-31 11:47:18.276 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swagger2ControllerMapping' via factory method to bean named 'environment'
2020-12-31 11:47:18.276 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swagger2ControllerMapping' via factory method to bean named 'resourceGroupCache'
2020-12-31 11:47:18.276 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swagger2ControllerMapping' via factory method to bean named 'serviceModelToSwagger2MapperImpl'
2020-12-31 11:47:18.276 DEBUG 30646 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'swagger2ControllerMapping' via factory method to bean named 'jsonSerializer'
2020-12-31 11:47:18.289 DEBUG 30646 --- [main] pertySourcedRequestMappingHandlerMapping : initialising the handler methods
2020-12-31 11:47:18.294  INFO 30646 --- [main] pertySourcedRequestMappingHandlerMapping : Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
